# nP: 100
# k: 9800
# h: 6
Particle num,x,y,vx,vy,ay,cellRow,cellCol,time(s)
95,154.834732,88.294144,24.979427,5.739626,-9.800000,,0,0, 1.000000
96,781.990356,759.312134,9.564077,12.862106,-9.800000,,4,4, 1.000000
97,736.060669,241.978226,11.684884,10.059289,-9.800000,,1,4, 1.000000
98,246.610992,491.323273,11.489435,25.562426,-9.800000,,3,1, 1.000000
99,293.269623,798.848877,3.827910,-15.109895,-9.800000,,4,1, 1.000000
100,409.974701,372.576141,14.047782,3.701887,-9.800000,,2,2, 1.000000
1,109.388596,357.359894,16.412037,18.734339,-9.800000,,2,0, 2.000000
2,683.949524,262.007599,29.065237,18.896015,-9.800000,,1,4, 2.000000
3,622.455139,53.364857,16.002256,10.964219,-9.800000,,0,3, 2.000000
4,451.045532,654.923706,9.684886,10.437941,-9.800000,,4,2, 2.000000
5,37.549221,679.271240,17.111004,1.821695,-9.800000,,4,0, 2.000000
6,197.805527,219.728119,23.420265,23.677927,-9.800000,,1,1, 2.000000
7,292.108673,592.784668,6.746567,21.658016,-9.800000,,3,1, 2.000000
8,703.221252,273.895508,4.167967,14.565090,-9.800000,,1,4, 2.000000
9,189.597229,200.533661,6.021646,-0.560489,-9.800000,,1,1, 2.000000
10,446.816742,404.350067,5.465522,21.075302,-9.800000,,2,2, 2.000000
11,140.768311,158.819214,24.348248,3.212592,-9.800000,,0,0, 2.000000
12,311.904053,714.529358,5.648931,25.295460,-9.800000,,4,1, 2.000000
13,363.997894,584.872559,17.787077,3.491798,-9.800000,,3,2, 2.000000
14,474.130371,213.337158,20.133953,14.989677,-9.800000,,1,2, 2.000000
15,494.575989,518.761108,7.860684,10.277375,-9.800000,,3,3, 2.000000
16,659.603271,163.763840,5.595365,14.532232,-9.800000,,1,4, 2.000000
17,318.961884,482.760315,29.667240,21.147028,-9.800000,,3,1, 2.000000
18,322.295807,779.462341,21.733681,4.923347,-9.800000,,4,2, 2.000000
19,246.368652,81.745377,26.969303,12.268481,-9.800000,,0,1, 2.000000
20,784.873840,556.771301,22.679741,16.211401,-9.800000,,3,4, 2.000000
21,48.397392,135.570480,6.825971,1.337310,-9.800000,,0,0, 2.000000
22,625.858154,494.387024,26.421293,6.577972,-9.800000,,3,3, 2.000000
23,469.871552,130.998215,7.127142,26.306719,-9.800000,,0,2, 2.000000
24,578.185730,199.484009,6.441607,3.653870,-9.800000,,1,3, 2.000000
25,191.982666,518.314209,1.159946,8.734976,-9.800000,,3,1, 2.000000
26,270.711945,109.025986,17.632484,19.711988,-9.800000,,0,1, 2.000000
27,116.100807,512.433777,24.189581,23.500765,-9.800000,,3,0, 2.000000
28,502.299377,505.690369,22.417158,9.920668,-9.800000,,3,3, 2.000000
29,35.638988,402.625549,11.499847,23.733278,-9.800000,,2,0, 2.000000
30,291.137299,160.988007,14.116939,10.712919,-9.800000,,1,1, 2.000000
31,218.804276,657.196411,26.701206,13.150640,-9.800000,,4,1, 2.000000
32,346.222778,160.791229,8.599055,23.983904,-9.800000,,1,2, 2.000000
33,629.271423,25.111898,1.141372,19.699055,-9.800000,,0,3, 2.000000
34,595.904053,146.757477,10.047925,10.386072,-9.800000,,0,3, 2.000000
35,260.389954,270.919586,11.681270,10.461514,-9.800000,,1,1, 2.000000
36,477.887604,702.651245,2.301521,9.075609,-9.800000,,4,2, 2.000000
37,130.429840,197.569931,12.265419,15.294292,-9.800000,,1,0, 2.000000
38,14.422951,226.642090,9.672453,24.777843,-9.800000,,1,0, 2.000000
